Substrate 1,Substrate 2,Substrate 3,Substrate 4,Substrate 5,Substrate 6,Substrate 7,Substrate 8,Substrate 9,Substrate 10,Substrate 11,Substrate 12,Substrate 13,Substrate 14,Substrate 15,Substrate 16,Substrate 17,Substrate 18,Substrate 19,Substrate 20,Substrate 21,Substrate 22,Substrate 23,Substrate 24,Substrate 25,Substrate 26,Substrate 27,Substrate 28,Substrate 29,Substrate 30,Substrate 31,Substrate 32,Substrate 33,Substrate 34,Substrate 35,Substrate 36,Substrate 37,Substrate 38,Substrate 39,Substrate 40,Substrate 41,Substrate 42,Substrate 43,Substrate 44,Substrate 45,Substrate 46,Substrate 47,Substrate 48,Substrate 49,Substrate 50,Substrate 51,Substrate 52,Substrate 53,Substrate 54,Substrate 55,Substrate 56,Substrate 57,Substrate 58,Substrate 59,Substrate 60,Substrate 61,Substrate 62,Substrate 63,Substrate 64,Substrate 65,Substrate 66,Substrate 67,Substrate 68,Substrate 69,Substrate 70,Substrate 71,Substrate 72,Substrate 73,Substrate 74,Substrate 75,Substrate 76,Substrate 77,Substrate 78,Substrate 79,Substrate 80,Substrate 81,Substrate 82,Substrate 83,Substrate 84,Substrate 85,Substrate 86,Substrate 87,Substrate 88,Substrate 89,Substrate 90,Substrate 91,Substrate 92,Substrate 93,Substrate 94,Substrate 95,Substrate 96,Substrate 97,Substrate 98,Substrate 99,Substrate 100,
397,2740,8660,19895,35428,51901,68265,80358,89063,94612,97226,99015,99550,100179,100065,99908,99332,100060,100056,100232,100116,100281,99165,100083,100341,99693,100784,99821,100050,99815,99649,100322,99507,100224,100477,99829,100490,99597,99215,99752,100643,100117,100406,99768,99706,99740,100099,100807,99739,99671,100060,100177,100608,99708,99872,100172,100386,99767,100161,99927,99739,99719,100081,100256,99998,99883,100145,99638,99530,100271,99930,99665,100507,100186,100152,100287,99061,100084,99809,100114,99815,100217,100187,100151,100097,99933,100038,100274,99678,100580,99812,99149,100298,99731,100240,100741,99533,99797,100177,652810,
396,2730,8637,19862,35349,51819,68207,80331,89035,94527,97253,98990,99564,100195,100013,99957,99332,100077,100027,100225,100125,100309,99167,100040,100375,99673,100793,99796,100032,99854,99629,100312,99516,100232,100485,99846,100447,99633,99187,99800,100581,100111,100424,99814,99655,99757,100117,100749,99771,99649,100089,100125,100648,99743,99852,100166,100390,99790,100148,99952,99679,99737,100066,100285,100007,99870,100166,99652,99490,100287,99934,99664,100435,100247,100127,100279,99046,100133,99805,100135,99757,100282,100121,100211,100056,99958,99971,100319,99710,100521,99869,99141,100264,99740,100230,100723,99600,99752,100203,653220,
394,2721,8623,19793,35304,51754,68149,80254,88969,94538,97242,98971,99609,100143,100036,99954,99298,100067,100053,100205,100142,100338,99161,100033,100356,99725,100760,99798,100060,99836,99599,100337,99557,100185,100481,99830,100494,99629,99192,99778,100576,100142,100356,99863,99628,99761,100127,100737,99783,99627,100169,100052,100649,99778,99821,100162,100385,99861,100087,99938,99718,99694,100089,100319,99952,99896,100161,99625,99538,100320,99878,99659,100413,100288,100133,100234,99105,100091,99837,100142,99728,100265,100144,100242,100032,99944,99963,100333,99730,100489,99871,99175,100202,99765,100260,100697,99618,99756,100188,653636,
394,2709,8591,19754,35233,51687,68107,80196,88930,94483,97253,98972,99603,100152,100037,99933,99315,100066,100041,100223,100091,100374,99140,100063,100337,99721,100751,99809,100081,99819,99607,100329,99547,100225,100453,99843,100452,99636,99176,99828,100536,100194,100333,99873,99623,99753,100163,100731,99802,99601,100177,100045,100645,99757,99844,100160,100380,99880,100057,99942,99709,99689,100095,100324,99971,99847,100143,99691,99553,100266,99895,99651,100440,100263,100120,100267,99103,100075,99888,100073,99767,100256,100135,100245,100050,99910,99949,100363,99720,100504,99871,99184,100165,99836,100203,100687,99637,99773,100171,654054,
392,2699,8568,19685,35190,51625,68029,80163,88896,94469,97209,98991,99579,100171,100042,99915,99331,100041,100018,100266,100075,100379,99127,100085,100298,99783,100715,99806,100104,99829,99610,100314,99537,100215,100423,99873,100392,99699,99135,99866,100573,100165,100329,99853,99613,99805,100178,100673,99800,99628,100158,100073,100628,99763,99822,100212,100336,99900,100036,99977,99708,99672,100067,100342,99994,99809,100153,99723,99573,100257,99851,99661,100444,100237,100131,100269,99143,100045,99919,100043,99772,100223,100159,100196,100104,99908,99970,100386,99662,100522,99888,99211,100100,99857,100212,100640,99687,99768,100160,654468,
389,2695,8534,19641,35135,51540,68011,80055,88870,94478,97145,98993,99573,100197,100044,99898,99349,100021,100020,100294,99992,100431,99145,100052,100329,99821,100681,99825,100072,99856,99618,100288,99573,100188,100444,99842,100407,99673,99190,99826,100591,100157,100310,99805,99673,99747,100228,100703,99774,99609,100172,100072,100644,99740,99810,100213,100322,99889,100071,100003,99709,99703,100026,100328,100002,99786,100187,99687,99587,100282,99827,99626,100458,100257,100157,100257,99126,100049,99924,100039,99797,100238,100144,100177,100074,99969,99899,100412,99665,100517,99886,99232,100106,99833,100208,100645,99704,99777,100173,654859,
388,2682,8526,19591,35067,51467,67967,79994,88782,94484,97121,99001,99600,100185,100045,99876,99323,100082,99979,100282,100000,100450,99117,100088,100325,99831,100663,99828,100099,99829,99639,100293,99528,100204,100422,99862,100407,99673,99179,99844,100572,100162,100315,99796,99692,99735,100236,100691,99754,99640,100118,100132,100677,99710,99815,100197,100326,99887,100076,100021,99656,99732,100026,100339,99972,99802,100209,99692,99581,100254,99805,99688,100426,100251,100160,100258,99146,100071,99877,100024,99805,100276,100151,100153,100054,99965,99888,100435,99660,100519,99937,99228,100090,99827,100215,100617,99710,99817,100171,655238,
388,2672,8499,19550,34992,51419,67909,79953,88694,94498,97097,98964,99630,100155,100028,99878,99365,100082,99980,100252,99992,100456,99173,100001,100343,99893,100631,99812,100124,99808,99654,100280,99538,100234,100364,99879,100449,99647,99179,99868,100551,100174,100288,99835,99667,99737,100219,100716,99762,99623,100117,100139,100696,99643,99867,100192,100304,99909,100066,100032,99672,99722,100026,100332,99996,99764,100226,99673,99598,100260,99773,99672,100470,100236,100136,100303,99106,100104,99903,99965,99862,100244,100167,100166,100025,99949,99921,100450,99644,100483,99976,99241,100056,99818,100226,100615,99723,99797,100196,655637,
387,2667,8470,19524,34929,51348,67792,79939,88631,94524,97052,98993,99579,100220,99996,99853,99352,100127,99930,100305,99955,100444,99174,100013,100361,99886,100630,99848,100076,99807,99691,100225,99539,100261,100356,99860,100458,99660,99188,99835,100554,100192,100296,99816,99673,99756,100181,100750,99753,99617,100140,100144,100708,99588,99869,100213,100331,99909,100057,100004,99715,99702,100050,100283,100014,99791,100200,99685,99553,100271,99741,99726,100473,100239,100138,100316,99082,100088,99975,99917,99836,100261,100194,100172,99977,99960,99966,100406,99656,100474,100018,99225,99995,99822,100217,100671,99693,99819,100181,656062,
384,2653,8458,19460,34897,51254,67746,79856,88624,94459,97059,98994,99590,100227,99986,99841,99382,100107,99936,100292,99942,100478,99176,100000,100351,99893,100610,99862,100072,99811,99661,100233,99593,100236,100349,99848,100455,99701,99112,99903,100534,100166,100290,99844,99681,99745,100178,100754,99738,99658,100112,100166,100665,99614,99860,100209,100353,99904,100062,100005,99724,99717,99997,100301,100031,99791,100219,99643,99533,100300,99722,99785,100411,100275,100080,100321,99131,100068,99971,99913,99846,100260,100203,100174,99984,99918,100061,100338,99669,100466,99984,99299,99950,99833,100190,100641,99752,99815,100140,656515,
384,2642,8437,19404,34822,51218,67674,79799,88584,94467,97010,98981,99633,100197,99961,99857,99426,100094,99840,100356,99928,100503,99178,100012,100315,99952,100526,99919,100075,99818,99638,100210,99605,100255,100330,99836,100476,99680,99162,99859,100580,100173,100282,99830,99661,99732,100203,100717,99762,99676,100089,100153,100695,99602,99880,100167,100364,99928,100054,99994,99742,99697,100026,100279,100016,99805,100229,99603,99568,100307,99710,99793,100358,100291,100116,100293,99148,100098,99976,99883,99853,100272,100168,100199,99973,99924,100050,100336,99720,100428,99983,99281,99948,99816,100197,100655,99786,99773,100171,656924,
383,2632,8404,19382,34752,51131,67608,79756,88575,94445,96989,98927,99674,100184,99964,99840,99426,100054,99863,100394,99912,100528,99201,99950,100351,99954,100490,99918,100067,99816,99654,100238,99595,100260,100319,99853,100426,99712,99173,99863,100547,100138,100324,99804,99686,99725,100214,100723,99796,99615,100074,100212,100669,99618,99910,100144,100333,99923,100100,99935,99771,99723,100024,100279,100011,99782,100203,99656,99546,100346,99678,99795,100344,100306,100125,100312,99134,100102,99930,99928,99836,100294,100151,100219,99974,99879,100053,100376,99683,100468,99926,99304,99957,99837,100161,100666,99777,99755,100222,657314,
383,2624,8389,19332,34671,51076,67538,79693,88547,94410,96970,98910,99663,100232,99967,99831,99444,100017,99827,100468,99897,100514,99230,99894,100389,99954,100512,99915,100030,99825,99665,100236,99610,100229,100299,99855,100469,99704,99170,99878,100569,100107,100305,99739,99738,99736,100229,100732,99784,99594,100086,100245,100630,99645,99919,100109,100320,99970,100093,99921,99747,99742,100018,100278,99996,99808,100206,99667,99524,100371,99652,99817,100322,100303,100145,100289,99173,100065,99948,99935,99858,100234,100180,100235,99967,99871,100033,100403,99667,100468,99928,99343,99899,99835,100142,100721,99742,99804,100191,657735,
382,2610,8376,19273,34610,51015,67460,79654,88521,94379,96984,98872,99645,100282,99902,99890,99392,100085,99780,100475,99875,100493,99274,99914,100337,99939,100550,99878,100043,99837,99659,100204,99658,100226,100325,99833,100461,99687,99191,99838,100621,100099,100304,99746,99704,99753,100228,100765,99739,99639,100076,100198,100650,99674,99906,100125,100281,99996,100092,99930,99765,99719,100016,100301,99951,99830,100215,99664,99512,100361,99666,99798,100321,100306,100187,100251,99196,100037,100000,99918,99838,100219,100181,100247,99946,99871,100081,100370,99681,100463,99895,99326,99965,99813,100151,100750,99738,99757,100207,658152,
380,2606,8354,19228,34528,50952,67405,79602,88475,94356,96985,98880,99629,100251,99895,99913,99382,100098,99775,100455,99933,100476,99260,99890,100362,99939,100555,99863,100008,99828,99693,100221,99646,100200,100371,99804,100471,99700,99185,99830,100629,100137,100278,99719,99756,99724,100213,100789,99716,99656,100040,100208,100644,99694,99890,100146,100306,99971,100083,99921,99791,99725,100005,100344,99927,99803,100213,99670,99523,100331,99663,99812,100295,100333,100204,100216,99216,100039,99986,99889,99885,100205,100193,100225,99944,99878,100084,100416,99639,100457,99921,99327,99944,99793,100171,100766,99735,99764,100222,658542,
380,2595,8329,19178,34448,50899,67348,79577,88430,94341,96972,98851,99629,100249,99907,99900,99391,100099,99777,100410,99945,100475,99290,99875,100371,99939,100551,99872,100026,99795,99676,100262,99606,100205,100355,99787,100516,99686,99181,99837,100607,100163,100244,99730,99814,99683,100241,100758,99727,99644,100024,100209,100642,99758,99807,100206,100344,99941,100070,99899,99803,99715,100044,100319,99947,99796,100205,99690,99529,100311,99645,99823,100282,100317,100215,100258,99165,100050,100013,99899,99856,100223,100180,100215,99930,99896,100087,100428,99620,100478,99901,99337,99959,99772,100122,100818,99752,99751,100215,658963,
378,2586,8302,19138,34383,50840,67234,79552,88422,94295,96970,98857,99604,100261,99850,99925,99423,100093,99748,100411,99948,100518,99268,99878,100400,99910,100536,99867,100001,99819,99712,100269,99537,100231,100377,99789,100521,99699,99213,99806,100593,100159,100216,99708,99913,99631,100187,100800,99716,99648,100004,100231,100625,99765,99833,100217,100319,99957,100071,99887,99825,99722,100058,100284,99950,99811,100188,99668,99533,100307,99643,99859,100282,100318,100203,100295,99145,100013,100028,99905,99846,100216,100182,100232,99894,99920,100073,100458,99600,100479,99948,99341,99918,99723,100179,100829,99721,99760,100194,659399,
376,2574,8283,19099,34313,50770,67163,79520,88354,94270,96991,98824,99621,100270,99883,99860,99424,100098,99748,100430,99967,100476,99269,99898,100398,99895,100486,99865,100067,99798,99684,100310,99551,100178,100397,99817,100533,99674,99241,99786,100623,100101,100227,99749,99918,99588,100208,100763,99771,99618,100011,100231,100599,99777,99867,100201,100329,99934,100057,99918,99823,99728,100055,100279,99915,99868,100151,99694,99497,100299,99660,99901,100248,100315,100189,100292,99146,100038,100025,99934,99770,100277,100144,100249,99881,99921,100090,100443,99642,100465,99914,99332,99954,99709,100203,100795,99705,99798,100195,659805,
375,2567,8268,19050,34231,50713,67074,79505,88293,94250,96958,98848,99591,100304,99855,99864,99388,100178,99734,100409,99982,100445,99314,99866,100398,99880,100489,99848,100106,99785,99719,100289,99518,100186,100400,99873,100488,99641,99308,99764,100607,100082,100246,99754,99915,99588,100173,100819,99737,99623,99991,100247,100611,99801,99855,100201,100325,99900,100097,99897,99850,99729,100043,100278,99928,99851,100186,99686,99496,100300,99634,99888,100261,100329,100213,100242,99183,100042,100017,99887,99821,100259,100186,100225,99838,99918,100088,100445,99652,100476,99942,99308,99962,99715,100181,100790,99748,99745,100221,660214,
372,2557,8239,19014,34162,50647,67007,79435,88266,94237,96951,98855,99591,100268,99885,99869,99383,100166,99754,100371,99957,100488,99282,99884,100384,99930,100446,99894,100077,99781,99734,100266,99547,100175,100401,99855,100467,99659,99314,99721,100643,100095,100242,99742,99926,99587,100210,100809,99754,99633,99931,100232,100636,99820,99857,100196,100313,99884,100129,99868,99816,99760,100079,100246,99948,99861,100167,99700,99491,100287,99632,99891,100304,100261,100203,100267,99202,100044,100026,99833,99844,100263,100234,100188,99845,99926,100067,100465,99616,100490,99962,99318,99929,99735,100190,100754,99777,99764,100205,660612,
372,2547,8214,18963,34105,50566,66964,79360,88225,94211,96976,98836,99610,100262,99847,99900,99343,100156,99769,100373,99970,100501,99291,99854,100380,99939,100421,99923,100064,99831,99711,100257,99518,100164,100436,99839,100489,99640,99323,99728,100665,100087,100255,99721,99930,99581,100197,100843,99735,99653,99877,100271,100604,99834,99839,100197,100332,99840,100173,99882,99780,99761,100126,100237,99907,99855,100189,99745,99456,100282,99657,99906,100272,100209,100284,100214,99234,100047,100004,99833,99889,100196,100278,100184,99868,99886,100024,100514,99644,100475,99923,99342,99933,99727,100205,100765,99758,99781,100211,661005,
370,2542,8184,18929,34045,50469,66890,79329,88212,94140,96953,98903,99568,100263,99857,99883,99346,100183,99767,100336,99999,100471,99309,99858,100378,99940,100421,99907,100096,99795,99719,100261,99510,100197,100370,99866,100456,99674,99340,99742,100631,100113,100222,99759,99925,99530,100228,100837,99748,99654,99895,100285,100589,99841,99849,100109,100381,99857,100150,99871,99838,99701,100162,100223,99905,99883,100141,99770,99465,100284,99680,99855,100250,100270,100251,100233,99264,99956,100055,99847,99904,100164,100271,100203,99861,99910,100040,100559,99584,100458,99907,99337,99930,99753,100206,100748,99765,99755,100252,661408,
370,2537,8161,18875,33977,50380,66859,79285,88172,94100,96922,98900,99570,100241,99908,99837,99378,100190,99744,100317,100038,100456,99266,99887,100406,99904,100429,99952,100108,99743,99736,100243,99490,100192,100444,99835,100449,99685,99364,99715,100646,100064,100255,99777,99928,99528,100231,100787,99802,99687,99841,100254,100609,99846,99831,100112,100391,99860,100151,99862,99836,99744,100135,100236,99853,99888,100204,99718,99466,100330,99681,99826,100251,100260,100231,100281,99255,99951,100034,99846,99917,100184,100248,100212,99858,99928,100016,100559,99545,100497,99896,99377,99894,99765,100182,100806,99770,99709,100243,661841,
370,2523,8146,18823,33935,50292,66760,79294,88111,94078,96908,98894,99580,100227,99906,99845,99386,100164,99783,100282,100041,100443,99265,99882,100434,99906,100407,99965,100110,99731,99750,100277,99429,100225,100423,99817,100526,99658,99349,99712,100646,100053,100263,99731,99931,99578,100228,100747,99857,99670,99866,100223,100626,99819,99845,100135,100391,99849,100120,99856,99882,99728,100090,100284,99833,99857,100296,99661,99444,100355,99663,99869,100240,100236,100242,100253,99266,99974,100024,99859,99867,100236,100223,100260,99844,99937,100003,100586,99517,100509,99844,99388,99907,99758,100187,100833,99726,99753,100212,662263,
368,2514,8124,18771,33894,50198,66715,79214,88104,94041,96877,98878,99606,100194,99938,99822,99404,100178,99783,100297,100026,100435,99273,99869,100433,99876,100418,99963,100144,99670,99822,100222,99482,100245,100388,99808,100532,99636,99369,99724,100611,100066,100233,99786,99896,99576,100263,100683,99894,99692,99846,100240,100632,99820,99817,100144,100391,99879,100094,99878,99845,99728,100090,100326,99806,99860,100299,99635,99470,100377,99641,99863,100249,100210,100268,100240,99264,99986,100030,99849,99890,100210,100190,100338,99787,99946,100017,100577,99543,100510,99819,99401,99866,99802,100181,100835,99728,99759,100166,662703,
367,2503,8097,18718,33857,50124,66640,79203,88050,94007,96861,98872,99567,100229,99968,99786,99388,100180,99814,100256,100061,100440,99251,99862,100441,99857,100445,99956,100155,99688,99800,100208,99460,100296,100347,99818,100529,99643,99386,99707,100591,100059,100255,99819,99873,99595,100275,100634,99894,99728,99828,100218,100697,99744,99870,100126,100391,99883,100080,99838,99893,99702,100106,100327,99808,99868,100273,99604,99529,100373,99657,99823,100274,100272,100197,100290,99196,99950,100098,99859,99886,100161,100201,100382,99751,99941,100031,100569,99560,100531,99798,99416,99844,99816,100144,100867,99725,99787,100127,663129,
365,2490,8091,18655,33796,50018,66611,79116,88042,93980,96871,98848,99561,100247,99990,99747,99363,100226,99798,100253,100072,100405,99287,99879,100392,99890,100444,100002,100115,99660,99807,100212,99506,100257,100336,99815,100533,99667,99365,99740,100570,100048,100260,99827,99890,99577,100277,100606,99919,99723,99858,100212,100655,99746,99875,100139,100421,99880,100059,99840,99882,99673,100112,100371,99785,99873,100277,99580,99548,100330,99665,99828,100291,100275,100172,100320,99182,99965,100093,99899,99845,100176,100196,100419,99705,99988,99963,100565,99557,100550,99765,99422,99879,99833,100134,100848,99716,99835,100105,663544,
365,2481,8072,18595,33745,49957,66524,79078,88002,93938,96873,98864,99582,100233,99941,99765,99361,100255,99723,100284,100076,100419,99317,99865,100432,99837,100426,100007,100133,99646,99803,100221,99544,100197,100341,99855,100524,99645,99352,99768,100551,100037,100280,99826,99905,99613,100211,100638,99930,99695,99862,100230,100650,99696,99873,100207,100386,99878,100050,99843,99919,99645,100122,100357,99822,99846,100291,99578,99526,100307,99668,99833,100325,100276,100187,100308,99184,99964,100079,99887,99860,100188,100164,100432,99660,100039,99973,100538,99541,100591,99745,99425,99921,99814,100123,100807,99746,99828,100109,663965,
365,2467,8051,18551,33679,49911,66433,79020,87985,93879,96912,98816,99600,100237,99919,99760,99399,100222,99751,100254,100104,100391,99319,99909,100398,99854,100382,100085,100081,99663,99802,100166,99591,100200,100303,99924,100501,99589,99400,99761,100555,100029,100275,99838,99881,99657,100196,100624,99954,99691,99825,100240,100637,99743,99864,100214,100369,99878,100052,99838,99938,99638,100076,100376,99845,99842,100282,99631,99495,100307,99639,99812,100322,100345,100154,100315,99152,99991,100073,99910,99840,100169,100177,100437,99660,100011,100017,100480,99596,100609,99710,99427,99911,99818,100146,100777,99792,99807,100059,664420,
363,2455,8028,18492,33646,49825,66373,78962,87937,93927,96854,98792,99612,100238,99910,99743,99388,100240,99744,100289,100124,100349,99325,99914,100407,99827,100420,100030,100102,99667,99802,100172,99532,100238,100365,99891,100509,99602,99379,99750,100519,100039,100297,99842,99872,99664,100192,100629,99949,99699,99800,100290,100596,99749,99832,100269,100318,99901,100067,99836,99911,99645,100082,100377,99870,99805,100277,99633,99528,100271,99637,99835,100355,100330,100166,100297,99143,100017,100094,99874,99796,100225,100140,100441,99659,100036,100011,100489,99584,100599,99713,99444,99852,99826,100175,100760,99819,99828,100036,664837,
363,2446,8004,18451,33576,49751,66348,78866,87923,93861,96879,98784,99626,100244,99881,99776,99353,100240,99767,100244,100084,100401,99318,99902,100418,99844,100417,100039,100122,99621,99848,100157,99538,100233,100338,99904,100529,99609,99360,99741,100499,100091,100261,99853,99848,99696,100209,100604,99948,99698,99823,100239,100608,99803,99781,100253,100326,99905,100091,99792,99944,99637,100101,100421,99833,99798,100319,99564,99586,100246,99672,99798,100365,100366,100134,100292,99107,100046,100086,99859,99788,100228,100170,100391,99714,100012,99989,100529,99554,100619,99738,99427,99859,99835,100140,100754,99851,99791,100074,665229,
361,2436,7987,18384,33535,49663,66291,78840,87853,93853,96845,98819,99618,100194,99876,99800,99373,100233,99771,100266,100024,100430,99305,99914,100410,99830,100447,100025,100109,99639,99852,100149,99537,100262,100312,99929,100521,99604,99358,99710,100554,100060,100262,99864,99839,99691,100218,100572,99995,99706,99845,100177,100585,99839,99814,100260,100294,99903,100078,99788,100012,99581,100086,100416,99874,99775,100303,99612,99544,100252,99646,99799,100347,100409,100129,100331,99091,100082,100027,99898,99794,100184,100181,100415,99667,100046,99983,100525,99539,100620,99780,99425,99785,99861,100159,100742,99886,99759,100074,665652,
359,2429,7970,18343,33460,49624,66187,78796,87808,93816,96835,98882,99551,100192,99903,99810,99358,100231,99764,100272,100038,100432,99290,99889,100448,99788,100447,100057,100078,99658,99881,100114,99555,100268,100270,99954,100507,99644,99341,99684,100568,100096,100242,99860,99828,99701,100204,100588,99969,99737,99833,100174,100598,99836,99808,100276,100285,99895,100079,99787,100009,99585,100069,100438,99857,99745,100301,99659,99533,100296,99630,99808,100313,100401,100170,100272,99149,100070,100010,99942,99766,100149,100213,100398,99657,100048,99988,100547,99547,100581,99791,99431,99767,99891,100171,100722,99860,99802,100061,666056,
357,2419,7940,18311,33379,49565,66153,78718,87746,93779,96891,98836,99542,100197,99877,99859,99330,100236,99819,100253,100013,100441,99312,99840,100452,99765,100507,100034,100099,99648,99900,100128,99467,100292,100318,99936,100495,99677,99290,99694,100608,100064,100242,99870,99818,99696,100193,100591,99970,99740,99840,100197,100573,99835,99820,100217,100317,99913,100068,99786,100040,99548,100109,100437,99804,99804,100283,99648,99529,100296,99638,99795,100337,100346,100238,100238,99179,100053,99984,99948,99777,100177,100166,100409,99679,100025,99968,100550,99581,100573,99785,99449,99779,99860,100170,100737,99842,99819,100032,666495,
357,2412,7912,18261,33329,49507,66082,78650,87708,93722,96901,98822,99562,100184,99864,99851,99325,100273,99862,100210,100014,100439,99283,99908,100368,99844,100497,99988,100128,99627,99901,100170,99441,100287,100342,99923,100503,99622,99331,99659,100661,100051,100261,99878,99782,99727,100193,100591,99935,99762,99844,100157,100607,99817,99821,100205,100326,99890,100102,99790,100032,99549,100109,100477,99772,99805,100234,99669,99542,100324,99621,99770,100339,100357,100248,100237,99178,100074,99966,99940,99775,100226,100139,100394,99693,99988,99965,100612,99547,100570,99782,99489,99737,99859,100199,100697,99860,99813,100021,666922,
354,2403,7894,18227,33250,49467,66000,78618,87669,93667,96890,98793,99606,100128,99904,99843,99319,100259,99904,100202,100009,100441,99274,99925,100346,99838,100525,99992,100096,99647,99890,100151,99489,100290,100269,99943,100527,99612,99330,99641,100710,100053,100219,99918,99742,99712,100252,100558,99907,99825,99830,100122,100649,99796,99796,100236,100348,99855,100117,99796,100020,99523,100108,100504,99769,99822,100279,99613,99552,100318,99638,99747,100317,100385,100275,100185,99215,100028,99989,99987,99743,100221,100120,100431,99705,99954,100003,100581,99548,100523,99825,99510,99748,99776,100242,100682,99871,99791,100036,667343,
351,2398,7859,18192,33198,49404,65924,78589,87612,93652,96881,98749,99627,100117,99864,99921,99297,100226,99914,100195,99968,100492,99297,99908,100317,99848,100493,100032,100097,99652,99883,100150,99518,100273,100255,99958,100530,99601,99317,99643,100716,100087,100190,99887,99766,99750,100222,100551,99977,99806,99795,100139,100585,99852,99804,100204,100370,99852,100076,99864,99972,99537,100099,100477,99817,99788,100308,99583,99581,100318,99597,99771,100333,100340,100295,100225,99152,100084,99948,100002,99736,100193,100171,100397,99740,99947,100052,100537,99576,100510,99836,99455,99790,99747,100241,100711,99861,99785,100011,667782,
351,2388,7834,18137,33149,49345,65856,78507,87600,93607,96860,98781,99613,100087,99907,99886,99309,100219,99917,100192,99977,100481,99319,99910,100310,99849,100500,100028,100118,99600,99943,100105,99513,100253,100320,99926,100514,99624,99321,99623,100694,100122,100183,99863,99781,99769,100213,100564,99964,99799,99803,100155,100544,99892,99767,100218,100415,99805,100088,99892,99922,99568,100082,100472,99836,99784,100337,99556,99552,100318,99629,99724,100374,100383,100199,100279,99173,100084,99930,100032,99677,100246,100175,100362,99732,99964,100046,100537,99555,100521,99842,99473,99773,99736,100272,100701,99901,99760,99985,668198,
351,2375,7817,18102,33092,49275,65762,78433,87600,93586,96900,98657,99647,100133,99840,99952,99304,100169,99972,100170,99966,100536,99275,99884,100332,99807,100523,100018,100134,99583,99999,100095,99481,100271,100327,99897,100506,99621,99340,99597,100713,100141,100182,99841,99839,99739,100210,100545,99959,99821,99824,100145,100494,99922,99799,100165,100460,99835,99989,99959,99913,99576,100086,100397,99889,99829,100309,99572,99468,100358,99667,99701,100391,100366,100208,100252,99185,100124,99887,100065,99656,100248,100173,100382,99685,99979,100024,100551,99599,100493,99843,99474,99774,99745,100267,100699,99910,99736,100001,668607,
349,2369,7791,18074,33013,49209,65719,78398,87531,93576,96873,98637,99657,100119,99820,99959,99317,100174,99969,100163,99930,100590,99263,99890,100340,99814,100517,99991,100182,99562,99979,100079,99507,100270,100332,99889,100502,99597,99361,99587,100737,100122,100225,99813,99825,99717,100268,100508,99971,99841,99794,100152,100532,99930,99760,100098,100562,99790,99995,99955,99943,99553,100065,100373,99960,99825,100276,99573,99512,100334,99666,99671,100412,100349,100209,100241,99214,100106,99888,100088,99650,100222,100216,100344,99695,99983,100034,100553,99589,100475,99875,99476,99753,99772,100211,100745,99937,99697,99984,669037,
349,2363,7766,18024,32965,49140,65640,78344,87499,93551,96867,98627,99651,100136,99786,99972,99293,100196,99965,100170,99929,100626,99243,99838,100354,99851,100514,99953,100204,99603,99930,100124,99499,100241,100316,99915,100486,99602,99337,99599,100787,100100,100188,99814,99899,99638,100309,100501,99952,99873,99799,100128,100577,99908,99703,100142,100586,99784,99995,99920,99952,99563,100074,100349,99984,99808,100252,99573,99523,100343,99651,99668,100454,100329,100153,100291,99211,100127,99870,100086,99679,100203,100178,100354,99724,99976,100050,100555,99583,100457,99873,99479,99810,99762,100182,100743,99941,99693,99972,669454,
347,2357,7744,17979,32892,49093,65532,78347,87421,93525,96848,98627,99645,100165,99788,99931,99307,100261,99945,100142,99908,100660,99226,99854,100322,99851,100484,99985,100205,99612,99936,100089,99548,100235,100296,99943,100473,99605,99347,99570,100778,100095,100205,99803,99932,99628,100280,100511,99959,99890,99753,100169,100556,99913,99716,100140,100597,99750,99992,99927,99937,99629,100054,100324,99992,99801,100257,99581,99523,100334,99645,99684,100400,100377,100127,100288,99243,100112,99894,100052,99693,100208,100184,100402,99632,100020,100049,100553,99577,100464,99819,99556,99783,99747,100222,100731,99929,99660,100007,669871,
346,2343,7727,17933,32815,49024,65490,78293,87363,93496,96834,98631,99677,100152,99722,100012,99299,100255,99929,100153,99921,100619,99233,99879,100254,99899,100479,99979,100212,99615,99938,100073,99569,100207,100322,99945,100484,99607,99334,99576,100757,100144,100143,99822,99957,99624,100278,100471,99980,99889,99749,100172,100568,99909,99724,100127,100605,99743,99992,99947,99920,99647,100025,100344,99980,99812,100218,99610,99536,100321,99667,99646,100391,100421,100124,100326,99173,100097,99938,100030,99742,100169,100209,100394,99626,99976,100088,100536,99620,100435,99835,99569,99789,99739,100175,100751,99925,99640,100020,670296,
345,2332,7714,17907,32730,48965,65416,78236,87344,93468,96783,98647,99673,100146,99704,100055,99229,100282,99944,100180,99880,100627,99280,99875,100224,99871,100535,99954,100179,99624,99988,100067,99521,100208,100340,99981,100479,99575,99363,99541,100768,100127,100183,99780,100011,99596,100258,100502,99952,99903,99752,100151,100579,99920,99713,100114,100605,99793,99988,99894,99928,99692,99992,100333,99965,99847,100234,99540,99609,100290,99678,99646,100411,100400,100099,100379,99195,100045,99936,100035,99734,100169,100202,100415,99586,99992,100110,100521,99651,100374,99868,99587,99780,99728,100183,100750,99924,99646,100008,670717,
