Substrate 1,Substrate 2,Substrate 3,Substrate 4,Substrate 5,Substrate 6,Substrate 7,Substrate 8,Substrate 9,Substrate 10,Substrate 11,Substrate 12,Substrate 13,Substrate 14,Substrate 15,Substrate 16,Substrate 17,Substrate 18,Substrate 19,Substrate 20,Substrate 21,Substrate 22,Substrate 23,Substrate 24,Substrate 25,Substrate 26,Substrate 27,Substrate 28,Substrate 29,Substrate 30,Substrate 31,Substrate 32,Substrate 33,Substrate 34,Substrate 35,Substrate 36,Substrate 37,Substrate 38,Substrate 39,Substrate 40,Substrate 41,Substrate 42,Substrate 43,Substrate 44,Substrate 45,Substrate 46,Substrate 47,Substrate 48,Substrate 49,Substrate 50,Substrate 51,Substrate 52,Substrate 53,Substrate 54,Substrate 55,Substrate 56,Substrate 57,Substrate 58,Substrate 59,Substrate 60,Substrate 61,Substrate 62,Substrate 63,Substrate 64,Substrate 65,Substrate 66,Substrate 67,Substrate 68,Substrate 69,Substrate 70,Substrate 71,Substrate 72,Substrate 73,Substrate 74,Substrate 75,Substrate 76,Substrate 77,Substrate 78,Substrate 79,Substrate 80,Substrate 81,Substrate 82,Substrate 83,Substrate 84,Substrate 85,Substrate 86,Substrate 87,Substrate 88,Substrate 89,Substrate 90,Substrate 91,Substrate 92,Substrate 93,Substrate 94,Substrate 95,Substrate 96,Substrate 97,Substrate 98,Substrate 99,Substrate 100,
102,902,3452,9136,18815,32173,46947,62699,74960,84058,91421,95591,97750,99116,99494,99983,99493,100269,100069,99520,100033,99995,100426,99711,100123,99641,100417,99606,100341,100353,99957,99623,99812,100130,99804,100084,100694,100085,99482,99674,99775,100068,100455,100180,99851,99472,100184,99894,100549,100411,99836,99770,99922,100705,99545,100041,100489,99567,100252,100040,100129,99753,99694,99751,100052,100444,100203,99739,99616,100037,99717,99575,99934,100287,100521,100061,99814,100212,99592,100135,99674,100024,100023,100341,99998,99807,100206,100063,100138,99840,100241,100156,99930,99813,99785,100044,99927,99842,99914,784021,
102,899,3452,9132,18803,32160,46927,62689,74945,84050,91411,95594,97745,99098,99494,100000,99466,100297,100064,99510,100033,100003,100439,99680,100136,99638,100419,99609,100340,100350,99965,99626,99804,100130,99809,100082,100701,100065,99507,99661,99770,100073,100444,100187,99851,99483,100172,99895,100551,100408,99830,99771,99918,100701,99557,100041,100479,99601,100232,100026,100152,99743,99702,99763,100025,100445,100207,99742,99620,100041,99717,99545,99944,100305,100503,100062,99825,100220,99591,100110,99671,100060,99999,100347,99998,99820,100212,100025,100171,99810,100262,100162,99944,99781,99785,100041,99935,99845,99913,784132,
102,899,3448,9128,18796,32139,46903,62683,74943,84039,91391,95576,97759,99087,99509,99970,99514,100267,100070,99517,99992,100024,100434,99697,100133,99639,100416,99625,100345,100326,99954,99658,99791,100134,99797,100095,100695,100059,99515,99643,99787,100070,100442,100180,99859,99481,100169,99883,100562,100427,99822,99763,99923,100697,99551,100035,100498,99616,100228,99995,100161,99745,99712,99740,100057,100444,100180,99746,99622,100056,99710,99556,99939,100299,100504,100070,99821,100208,99596,100113,99673,100046,100009,100346,100006,99830,100207,100017,100170,99819,100237,100175,99940,99787,99789,100046,99934,99827,99933,784230,
102,899,3442,9124,18796,32117,46878,62676,74935,84029,91366,95575,97749,99106,99521,99958,99490,100298,100070,99513,99965,100025,100432,99716,100129,99643,100385,99657,100351,100292,99970,99663,99791,100139,99808,100066,100707,100073,99507,99639,99817,100038,100438,100163,99883,99487,100157,99891,100558,100430,99817,99768,99919,100690,99555,100037,100526,99604,100215,100014,100146,99749,99708,99737,100069,100439,100176,99727,99620,100079,99700,99571,99915,100326,100483,100093,99820,100183,99619,100107,99652,100071,100008,100336,100026,99801,100223,100017,100166,99825,100248,100169,99937,99790,99753,100074,99939,99803,99937,784349,
102,899,3439,9114,18789,32108,46868,62650,74921,84018,91355,95568,97741,99127,99523,99966,99466,100308,100086,99514,99936,100019,100431,99719,100136,99641,100376,99677,100342,100303,99960,99653,99796,100141,99815,100081,100695,100075,99485,99653,99812,100056,100428,100143,99909,99460,100168,99898,100537,100433,99825,99787,99915,100692,99552,100038,100535,99589,100210,100020,100143,99744,99713,99732,100080,100444,100176,99707,99621,100100,99682,99572,99936,100324,100469,100106,99803,100197,99614,100100,99644,100095,100014,100314,100042,99804,100213,100021,100162,99820,100250,100168,99925,99790,99760,100057,99938,99808,99964,784445,
102,899,3437,9106,18770,32093,46866,62638,74888,84007,91358,95565,97741,99140,99505,99968,99465,100312,100063,99529,99944,100005,100439,99754,100089,99650,100362,99694,100361,100272,99971,99659,99781,100152,99813,100095,100658,100096,99500,99627,99840,100047,100413,100160,99900,99460,100181,99896,100522,100435,99838,99783,99900,100701,99567,100040,100509,99604,100206,100006,100133,99776,99715,99727,100091,100414,100217,99680,99629,100093,99697,99559,99928,100318,100467,100105,99815,100206,99607,100096,99635,100101,100027,100285,100076,99787,100246,99984,100176,99805,100255,100179,99922,99771,99782,100060,99943,99799,99945,784567,
102,899,3432,9108,18749,32084,46845,62632,74873,83992,91347,95566,97742,99137,99507,99966,99449,100328,100049,99534,99947,100008,100415,99770,100095,99657,100331,99724,100362,100257,99977,99672,99772,100151,99822,100088,100665,100096,99493,99626,99845,100025,100422,100167,99896,99472,100157,99906,100524,100440,99830,99776,99911,100699,99572,100041,100505,99615,100195,100013,100136,99770,99714,99724,100066,100442,100221,99688,99638,100064,99704,99552,99945,100302,100468,100117,99799,100202,99612,100112,99622,100097,100037,100272,100093,99783,100235,99987,100189,99809,100224,100201,99930,99763,99790,100048,99942,99824,99926,784672,
102,898,3430,9106,18729,32063,46841,62608,74876,83979,91322,95576,97722,99148,99512,99975,99436,100324,100070,99528,99948,100009,100407,99764,100118,99631,100311,99745,100377,100230,100007,99632,99813,100150,99824,100063,100679,100102,99474,99643,99826,100044,100406,100173,99880,99473,100167,99894,100503,100470,99844,99766,99920,100685,99564,100063,100505,99608,100210,100003,100146,99755,99706,99742,100057,100454,100205,99708,99628,100064,99695,99540,99943,100322,100471,100129,99783,100182,99617,100122,99607,100115,100047,100262,100089,99787,100243,99974,100192,99813,100229,100215,99919,99752,99791,100046,99962,99813,99915,784784,
102,898,3428,9102,18719,32045,46819,62606,74841,83974,91317,95576,97709,99132,99550,99967,99437,100312,100087,99525,99931,100015,100406,99769,100133,99618,100294,99758,100404,100198,99995,99641,99831,100134,99834,100058,100660,100100,99503,99641,99813,100059,100392,100171,99895,99475,100165,99880,100522,100480,99837,99745,99944,100661,99590,100054,100492,99622,100201,100026,100110,99790,99686,99730,100071,100449,100202,99712,99622,100066,99696,99563,99918,100339,100458,100118,99796,100170,99630,100102,99609,100126,100066,100232,100097,99802,100244,99943,100209,99813,100230,100219,99935,99750,99783,100026,99978,99816,99913,784888,
102,898,3427,9094,18711,32015,46814,62600,74837,83945,91302,95577,97714,99122,99544,99962,99454,100312,100093,99525,99939,99993,100403,99781,100128,99628,100288,99745,100420,100200,99986,99656,99821,100134,99822,100063,100655,100132,99491,99636,99809,100066,100393,100156,99888,99479,100177,99873,100532,100467,99856,99732,99941,100666,99599,100042,100497,99603,100216,100012,100105,99823,99669,99734,100078,100430,100186,99745,99632,100048,99696,99555,99942,100323,100434,100166,99769,100174,99641,100092,99615,100116,100061,100233,100081,99827,100252,99926,100214,99825,100206,100223,99947,99748,99765,100050,99971,99812,99909,785004,
102,897,3424,9090,18699,32006,46780,62596,74819,83939,91301,95589,97680,99139,99519,99979,99454,100321,100087,99499,99958,99995,100379,99818,100138,99618,100287,99741,100415,100196,99985,99664,99826,100129,99825,100040,100669,100117,99494,99662,99784,100078,100392,100166,99891,99496,100148,99866,100546,100465,99852,99739,99932,100671,99606,100050,100480,99604,100221,100004,100087,99830,99678,99746,100080,100413,100213,99731,99606,100064,99694,99555,99934,100326,100460,100166,99752,100162,99677,100065,99610,100129,100071,100232,100069,99816,100262,99917,100223,99820,100224,100191,99957,99754,99771,100048,99962,99819,99906,785113,
102,896,3421,9085,18696,31993,46758,62575,74822,83912,91307,95576,97695,99124,99499,100007,99442,100325,100070,99484,99976,99982,100388,99820,100126,99628,100291,99729,100439,100195,99964,99689,99816,100125,99832,100052,100641,100152,99480,99654,99787,100077,100380,100162,99891,99500,100160,99873,100502,100504,99854,99734,99937,100672,99605,100058,100470,99592,100209,100038,100073,99849,99673,99748,100061,100389,100270,99694,99623,100074,99672,99553,99940,100332,100456,100177,99738,100158,99672,100067,99613,100136,100063,100234,100065,99822,100265,99902,100235,99834,100205,100200,99961,99757,99764,100060,99956,99812,99872,785252,
102,895,3420,9075,18685,31982,46742,62569,74799,83895,91306,95580,97700,99120,99485,100005,99440,100317,100086,99472,99985,99978,100390,99818,100124,99650,100291,99712,100442,100192,99984,99679,99788,100147,99826,100058,100638,100134,99488,99665,99775,100109,100352,100187,99863,99500,100171,99876,100514,100493,99853,99725,99942,100677,99608,100047,100481,99595,100194,100020,100087,99857,99680,99727,100057,100384,100291,99709,99621,100043,99679,99558,99957,100335,100439,100203,99703,100167,99650,100090,99617,100159,100023,100253,100052,99829,100255,99932,100224,99830,100196,100211,99962,99739,99778,100070,99960,99813,99867,785347,
102,895,3418,9070,18664,31976,46721,62541,74813,83854,91328,95572,97698,99115,99489,99986,99450,100301,100111,99457,99983,99989,100377,99825,100141,99648,100274,99702,100451,100206,99982,99678,99783,100155,99814,100051,100656,100117,99501,99660,99768,100126,100329,100192,99879,99488,100181,99867,100521,100475,99861,99724,99952,100674,99612,100055,100475,99594,100179,100035,100070,99888,99670,99725,100053,100387,100280,99721,99640,100028,99656,99576,99951,100319,100457,100193,99726,100149,99656,100095,99627,100137,100029,100271,100041,99831,100262,99918,100219,99830,100202,100197,99983,99742,99766,100065,99963,99816,99874,785446,
102,895,3415,9068,18648,31964,46716,62507,74808,83825,91330,95577,97689,99119,99487,100000,99444,100297,100121,99440,100004,99991,100358,99840,100154,99636,100251,99715,100457,100181,99977,99689,99799,100140,99820,100066,100626,100154,99482,99627,99807,100133,100301,100210,99884,99475,100178,99874,100521,100468,99859,99728,99953,100667,99616,100050,100474,99608,100164,100047,100049,99900,99678,99730,100065,100357,100304,99722,99647,100019,99656,99588,99939,100292,100470,100213,99718,100120,99672,100093,99634,100133,100034,100258,100065,99820,100260,99913,100242,99826,100177,100197,100012,99720,99779,100066,99962,99805,99864,785565,
102,895,3412,9059,18648,31954,46691,62480,74803,83811,91326,95578,97685,99118,99482,100001,99455,100285,100135,99428,100006,99998,100329,99863,100141,99639,100254,99728,100446,100189,99958,99694,99802,100149,99817,100059,100650,100148,99486,99608,99815,100125,100304,100204,99903,99454,100180,99886,100513,100470,99841,99730,99971,100665,99627,100038,100442,99660,100150,100034,100043,99895,99691,99734,100084,100344,100278,99737,99653,100028,99658,99585,99916,100299,100473,100215,99713,100132,99674,100092,99623,100135,100029,100267,100066,99833,100247,99915,100224,99851,100166,100179,100031,99717,99786,100058,99964,99798,99858,785685,
102,892,3411,9055,18643,31927,46684,62456,74795,83798,91314,95592,97666,99134,99484,99970,99460,100276,100146,99449,99991,100007,100315,99894,100092,99654,100257,99735,100457,100175,99972,99663,99811,100163,99805,100049,100677,100144,99476,99608,99829,100123,100311,100195,99880,99476,100177,99898,100503,100466,99859,99724,99960,100673,99626,100051,100412,99667,100170,100012,100038,99897,99692,99750,100079,100340,100285,99743,99637,100032,99656,99592,99910,100298,100463,100217,99720,100141,99681,100076,99630,100117,100041,100272,100072,99812,100248,99919,100225,99855,100161,100188,100033,99709,99781,100076,99967,99778,99869,785789,
102,891,3407,9049,18633,31910,46680,62436,74780,83792,91304,95586,97666,99112,99480,99995,99450,100273,100152,99453,99986,100025,100318,99870,100109,99648,100251,99726,100458,100186,99977,99661,99799,100148,99818,100043,100691,100135,99461,99619,99843,100101,100334,100204,99861,99479,100188,99898,100504,100456,99872,99725,99956,100668,99618,100052,100410,99667,100179,100004,100021,99926,99677,99752,100088,100335,100298,99742,99643,100022,99653,99589,99914,100293,100484,100218,99704,100119,99683,100089,99618,100137,100027,100276,100085,99803,100269,99909,100212,99856,100138,100215,100014,99724,99768,100070,99950,99820,99860,785900,
102,891,3405,9041,18624,31886,46653,62448,74769,83765,91295,95582,97645,99139,99481,100003,99432,100295,100139,99449,99966,100052,100305,99874,100111,99653,100249,99736,100443,100183,99969,99670,99803,100145,99809,100056,100669,100169,99436,99624,99850,100113,100314,100214,99865,99474,100191,99890,100499,100465,99887,99722,99942,100667,99617,100054,100408,99681,100154,100017,100023,99913,99690,99761,100073,100347,100281,99734,99639,100040,99647,99606,99921,100283,100485,100206,99711,100107,99696,100073,99621,100160,100009,100283,100087,99812,100262,99909,100204,99863,100140,100209,100009,99714,99784,100079,99943,99821,99874,785991,
102,889,3400,9040,18611,31877,46628,62424,74788,83748,91276,95565,97644,99142,99502,100008,99413,100284,100143,99462,99946,100052,100307,99896,100117,99621,100271,99723,100451,100184,99977,99653,99802,100151,99805,100058,100662,100181,99433,99627,99854,100091,100330,100201,99876,99487,100181,99889,100511,100453,99895,99716,99941,100656,99618,100056,100423,99667,100172,100019,99997,99912,99688,99786,100088,100297,100275,99790,99600,100049,99659,99602,99914,100279,100475,100230,99695,100103,99697,100081,99617,100187,99982,100295,100068,99811,100288,99897,100218,99854,100148,100198,100006,99719,99783,100084,99933,99819,99878,786099,
102,888,3398,9037,18601,31865,46613,62412,74781,83719,91286,95540,97627,99155,99524,100015,99387,100269,100153,99460,99951,100050,100307,99905,100119,99626,100261,99704,100480,100176,99969,99649,99790,100169,99816,100056,100648,100182,99448,99616,99849,100090,100353,100196,99853,99484,100201,99902,100498,100438,99910,99715,99922,100661,99623,100066,100403,99660,100181,100045,99987,99908,99702,99784,100068,100300,100270,99806,99607,100027,99685,99586,99913,100288,100468,100251,99677,100100,99711,100072,99620,100186,99959,100293,100082,99817,100288,99912,100206,99848,100163,100180,100005,99719,99797,100073,99949,99804,99883,786202,
102,887,3395,9029,18596,31855,46581,62397,74775,83715,91281,95527,97624,99165,99496,100039,99369,100273,100149,99473,99970,100029,100298,99891,100138,99622,100235,99719,100506,100159,99982,99628,99800,100184,99821,100064,100609,100210,99429,99613,99875,100083,100338,100193,99835,99524,100186,99899,100499,100450,99911,99707,99936,100637,99652,100047,100406,99657,100163,100072,99976,99911,99696,99796,100068,100296,100254,99817,99611,100033,99690,99576,99916,100295,100463,100238,99696,100073,99720,100067,99631,100188,99939,100296,100098,99818,100293,99916,100209,99828,100167,100179,100011,99720,99805,100059,99953,99804,99880,786309,
102,886,3393,9024,18585,31841,46563,62377,74754,83735,91258,95509,97648,99152,99488,100050,99361,100282,100120,99491,99982,100020,100311,99875,100138,99627,100244,99691,100526,100154,99988,99624,99787,100181,99846,100077,100594,100209,99438,99600,99871,100087,100331,100199,99816,99541,100184,99904,100494,100455,99915,99695,99929,100659,99649,100044,100405,99638,100177,100066,99991,99906,99674,99802,100077,100288,100274,99807,99616,100025,99689,99593,99919,100296,100459,100227,99681,100078,99748,100043,99639,100186,99936,100275,100120,99804,100308,99898,100234,99829,100168,100186,99996,99731,99790,100066,99952,99790,99878,786431,
102,886,3388,9019,18575,31823,46561,62363,74745,83706,91254,95489,97663,99138,99501,100040,99372,100280,100105,99516,99971,100022,100293,99896,100128,99600,100257,99687,100540,100168,99977,99614,99800,100179,99853,100072,100587,100218,99427,99610,99870,100084,100338,100188,99826,99552,100169,99918,100486,100446,99919,99701,99935,100634,99664,100037,100411,99633,100213,100044,99988,99909,99652,99800,100096,100283,100269,99817,99626,100024,99676,99585,99929,100287,100471,100228,99669,100086,99733,100060,99654,100167,99937,100283,100117,99795,100322,99868,100247,99830,100179,100174,99997,99727,99800,100064,99954,99804,99856,786544,
102,885,3387,9010,18567,31809,46545,62349,74719,83700,91220,95521,97669,99127,99518,100029,99356,100291,100091,99539,99963,100013,100282,99891,100159,99588,100266,99680,100539,100171,99977,99597,99811,100170,99873,100056,100621,100186,99399,99634,99852,100110,100351,100169,99833,99569,100170,99911,100476,100448,99908,99723,99913,100636,99653,100060,100415,99620,100206,100052,99987,99910,99638,99835,100076,100267,100303,99817,99613,100017,99695,99562,99920,100294,100474,100235,99655,100084,99762,100041,99657,100177,99929,100285,100110,99794,100340,99875,100231,99836,100146,100193,100012,99726,99802,100056,99958,99791,99864,786648,
102,885,3382,9000,18561,31799,46540,62321,74705,83687,91213,95493,97695,99110,99521,100045,99356,100289,100083,99533,99959,100012,100297,99891,100167,99586,100280,99669,100523,100156,99983,99611,99805,100172,99894,100030,100632,100198,99380,99621,99874,100098,100347,100190,99827,99568,100184,99903,100454,100467,99912,99720,99901,100645,99641,100077,100406,99625,100200,100072,99966,99909,99646,99848,100052,100267,100311,99833,99603,100014,99697,99548,99936,100291,100454,100251,99648,100078,99778,100024,99672,100168,99922,100287,100108,99812,100339,99852,100254,99844,100145,100188,100003,99733,99794,100081,99933,99797,99857,786760,
102,884,3380,8991,18555,31784,46515,62314,74690,83676,91214,95480,97699,99120,99505,100047,99352,100300,100062,99534,99973,99992,100310,99897,100169,99582,100283,99678,100502,100166,99973,99621,99794,100178,99900,100024,100626,100189,99389,99620,99891,100088,100349,100182,99835,99561,100198,99895,100473,100452,99906,99714,99914,100648,99623,100106,100377,99647,100192,100051,99979,99900,99657,99833,100064,100267,100315,99833,99599,100020,99711,99535,99946,100281,100440,100281,99647,100079,99772,100002,99686,100168,99941,100271,100109,99804,100343,99845,100268,99824,100147,100180,100015,99735,99798,100067,99941,99807,99867,786851,
102,884,3372,8994,18541,31763,46508,62303,74669,83646,91220,95479,97713,99122,99478,100053,99368,100283,100066,99545,99963,99999,100290,99892,100177,99604,100278,99682,100497,100155,99969,99639,99774,100170,99925,100008,100637,100183,99379,99615,99902,100099,100363,100174,99838,99526,100218,99907,100457,100478,99901,99707,99912,100646,99636,100092,100386,99636,100187,100066,99964,99919,99648,99819,100077,100262,100307,99839,99612,100008,99717,99534,99944,100277,100440,100289,99632,100079,99769,100018,99677,100177,99922,100301,100097,99790,100352,99839,100272,99838,100141,100159,100011,99756,99793,100090,99931,99803,99866,786955,
102,884,3369,8985,18529,31762,46490,62274,74666,83625,91219,95483,97716,99093,99492,100056,99354,100292,100057,99546,99965,99995,100286,99905,100182,99596,100289,99681,100511,100115,99998,99637,99780,100157,99920,100013,100644,100170,99389,99608,99906,100116,100321,100185,99859,99536,100197,99893,100466,100474,99922,99702,99911,100637,99642,100075,100419,99616,100192,100066,99966,99919,99639,99848,100062,100264,100304,99827,99613,99991,99743,99542,99942,100267,100465,100287,99605,100101,99754,100036,99649,100180,99924,100296,100101,99803,100357,99825,100260,99847,100148,100174,100009,99737,99795,100100,99945,99775,99868,787062,
102,883,3367,8977,18523,31745,46476,62258,74651,83605,91225,95484,97708,99101,99462,100069,99352,100303,100052,99541,99984,99985,100277,99896,100197,99590,100310,99658,100505,100118,100010,99641,99763,100161,99907,100023,100674,100156,99375,99602,99921,100108,100325,100188,99871,99505,100223,99888,100481,100441,99945,99708,99892,100636,99656,100072,100402,99622,100204,100063,99965,99910,99660,99838,100055,100257,100303,99840,99599,100005,99747,99547,99925,100284,100480,100266,99621,100060,99774,100048,99632,100179,99924,100290,100093,99832,100335,99851,100259,99858,100118,100181,100007,99756,99781,100082,99962,99785,99869,787155,
102,881,3367,8969,18520,31718,46471,62236,74641,83583,91224,95472,97715,99073,99494,100053,99346,100318,100050,99525,100018,99950,100306,99871,100204,99615,100290,99642,100509,100131,100014,99642,99769,100140,99929,100009,100678,100159,99361,99621,99903,100126,100302,100197,99885,99506,100215,99914,100473,100417,99944,99720,99890,100634,99663,100076,100397,99620,100203,100070,99955,99904,99663,99845,100036,100268,100305,99840,99612,99986,99774,99532,99917,100291,100480,100277,99580,100096,99761,100059,99635,100186,99892,100304,100085,99848,100317,99872,100243,99866,100130,100162,100017,99745,99787,100082,99971,99787,99848,787271,
102,880,3365,8967,18508,31707,46458,62210,74617,83587,91213,95484,97689,99049,99505,100079,99342,100314,100058,99515,100007,99953,100322,99864,100220,99603,100286,99640,100523,100108,100044,99619,99771,100146,99943,99969,100706,100167,99343,99628,99896,100133,100306,100187,99885,99507,100209,99916,100481,100419,99956,99690,99911,100608,99681,100085,100395,99627,100183,100054,99979,99898,99668,99820,100066,100254,100315,99825,99620,99988,99778,99523,99936,100302,100451,100284,99583,100119,99744,100060,99624,100190,99899,100318,100067,99851,100290,99913,100227,99862,100145,100142,100033,99727,99795,100074,99993,99767,99827,787403,
